ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Cooling Capacity (Btu/hr),Type,Reverse Cycle,Casement Window,Product Class,Variable Speed Compressor,Energy Efficiency Ratio (EER),Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier
2254738,Arctic King,AKSC08CR61,,8000,Window,No,Casement-slider,16. Casement-Slider,,,11.4,10,526,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKSC08CR61_12112015061839_4719346
2254740,Arctic King,AKTW08CR61,",AKTW08CR71E,",8000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,566,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW08CR61_12112015061954_4794819
2254739,Arctic King,AKTW10CR61,",AKTW10CR71E,",10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,708,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW10CR61_12112015062007_4807765
2254741,Arctic King,AKTW10CR62,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,708,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW10CR62_12112015062025_4825812
2254743,Arctic King,AKTW12CR61,",AKTW12CR71E,",12000,Through the Wall,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,,10.5,11,857,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW12CR61_12112015062048_4848531
2254742,Arctic King,AKTW12CR62,,12000,Through the Wall,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,,10.5,11,857,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW12CR62_12112015062102_4862002
2256680,Arctic King,AKW06CR61,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW06CR61_12152015102246_1959802
2323915,Arctic King,AKW06CR71,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,07/15/2018,07/31/2018,"United States, Canada",ES_1030337_AKW06CR71_07312018065434_0075003
2256962,Arctic King,AKW08CR61,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW08CR61_12152015103059_6302148
2290128,Arctic King,AKW08CR71,",AKW08CR71E,",8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW08CR71_02072017071503_1703678
2256965,Arctic King,AKW10CR61,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW10CR61_12152015104256_7851220
2290125,Arctic King,AKW10CR71,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW10CR71_02072017071514_1714954
2323913,Arctic King,AKW10CR71E,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,07/15/2018,07/31/2018,Canada,ES_1030337_AKW10CR71E_07312018032145_7305192
2256967,Arctic King,AKW12CR61,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW12CR61_12152015105304_3648492
2290124,Arctic King,AKW12CR71,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW12CR71_02072017071541_1741884
2323914,Arctic King,AKW12CR71E,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,07/15/2018,07/31/2018,Canada,ES_1030337_AKW12CR71E_07312018032537_7537847
2256969,Arctic King,AKW15CR61,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,960,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW15CR61_12152015110536_7748529
2290123,Arctic King,AKW15CR71,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,960,No,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW15CR71_02072017071554_1754638
2290122,Arctic King,AKW18CR72,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW18CR72_02072017071606_1766247
2255247,Arctic King,AKW25CR62,,25000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1820,No,,,,12/03/2015,12/22/2015,United States,ES_1030337_AKW25CR62_12152015112258_4698449
2293411,Arctic King,AKW25CR72E,,25000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1820,No,,,,03/31/2017,03/31/2017,"United States, Canada",ES_1030337_AKW25CR72E_03312017073152_5512898
2334319,Arctic King,KAW15R1AWT,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,,11.8,10,960,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_1138537_KAW15R1AWT_02282019105905_70217291
2334223,Arctic King,KAW18R2AWT,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,03/05/2019,03/06/2019,"United States, Canada",ES_1138537_KAW18R2AWT_03062019042053_6053149
2334225,Arctic King,KAW25R2AWT,,25000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1820,No,,,,03/05/2019,03/06/2019,"United States, Canada",ES_1138537_KAW25R2AWT_03062019042155_6115012
2253145,Arctic King,MWEUK-08CRN1-BCL0,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUK-08CRN1-BCL0_11202015233522_2522431
2253148,Arctic King,MWEUK-10CRN1-BCL0,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUK-10CRN1-BCL0_11202015233559_2559567
2253151,Arctic King,MWEUK-12CRN1-BCL0,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUK-12CRN1-BCL0_11202015233638_2598444
2253153,Arctic King,MWEUK-15CRN1-BCK8,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,960,No,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUK-15CRN1-BCK8_11202015233726_2646507
2253154,Arctic King,MWEUW2-10CRN1-BCJ6,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,708,No,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUW2-10CRN1-BCJ6_11202015233758_2678329
2282262,Arctic King,MWFUK-08CRN1-BCL0,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,12,25,625,No,,,,10/25/2016,10/25/2016,"United States, Canada",ES_1030337_MWFUK-08CRN1-BCL0_10262016055710_1430934
2327872,Arctic King,MWHUK-06CRN8-BCL1,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,,12.1,10,372,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_MWHUK-06CRN8-BCL1_10072018120603_70200496
2327873,Arctic King,MWHUK-08CRN8-BCL0,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,500,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_MWHUK-08CRN8-BCL0_10072018120602_70200496
2327874,Arctic King,MWHUK-10CRN8-BCL0,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,625,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_MWHUK-10CRN8-BCL0_10072018120601_70200496
2327875,Arctic King,MWHUK-12CRN8-BCL0,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,750,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_MWHUK-12CRN8-BCL0_10072018120609_70200496
2327876,Arctic King,MWHUK-15CRN8-BCK8,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,,11.8,10,960,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_MWHUK-15CRN8-BCK8_10072018120622_70200496
2282263,Arctic King,WWK08CW71E,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,12,25,625,No,,,,10/25/2016,10/25/2016,United States,ES_1030337_WWK08CW71E_10262016055638_1398185
2327877,Arctic King,WWK08CW91E-B,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,500,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_WWK08CW91E-B_10072018120608_70200496
2328038,Arctic King,WWK15CR91N,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,,11.8,10,960,No,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_WWK15CR91N_10072018120608_70200496
2271030,Arctic Wind,AW10005E,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,06/25/2016,06/27/2016,"United States, Canada",ES_1137591_AW10005E_06282016070830_7710538
2309826,Arctic Wind,AW10005E-A,,10200,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,638,No,,,,02/01/2018,02/01/2018,"United States, Canada",ES_1121980_AW10005E-A_02012018074853_1333354
2271031,Arctic Wind,AW11505E,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,06/25/2016,06/27/2016,"United States, Canada",ES_1137591_AW11505E_06282016070848_7728276
2271024,Arctic Wind,AW6005E,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,06/25/2016,06/27/2016,"United States, Canada",ES_1137591_AW6005E_06282016070901_7741215
2271025,Arctic Wind,AW8005E,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,06/25/2016,06/27/2016,"United States, Canada",ES_1137591_AW8005E_06282016070914_7754957
2256960,Artic King,AKW18CR62,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,12/03/2015,12/03/2015,United States,ES_1030337_AKW18CR62_12152015111148_656854
2262622,Best Home,57H-ID0-05CRN1/BI7,,5000,Window,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",,,12.1,10,310,No,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-05CRN1/BI7_03182016212104_6064723
2262624,Best Home,57H-ID0-10CRN1/BJ8,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-10CRN1/BJ8_03182016212155_6115147
2262626,Best Home,57H-ID0-12CRN1/BJ8,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-12CRN1/BJ8_03182016212237_6157530
2294270,BLACK DECKER,BWAC06WT,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,04/12/2017,04/12/2017,United States,ES_1126481_BWAC06WT_04132017080947_0987398
2294271,BLACK DECKER,BWAC08WT,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,04/12/2017,04/12/2017,United States,ES_1126481_BWAC08WT_04132017080959_0999674
2294272,BLACK DECKER,BWAC10WT,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,04/12/2017,04/12/2017,United States,ES_1126481_BWAC10WT_04132017081011_1011161
2294273,BLACK DECKER,BWAC12WT,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,04/12/2017,04/12/2017,United States,ES_1126481_BWAC12WT_04132017081021_1021858
2302523,Brothers Air conditioning,102087,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,08/23/2017,08/23/2017,"United States, Canada",ES_1139959_102087_08242017064325_7005535
2309827,Chigo,AW11505E-A,,12600,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,788,No,,,,02/01/2018,02/01/2018,"United States, Canada",ES_1121980_AW11505E-A_02012018075423_1663681
2268161,CLASSIC,MWDUC24BR2,,22000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1602,No,,,,05/20/2016,05/31/2016,"United States, Canada",ES_1127196_MWDUC24BR2_05312016095132_8292972
2283355,Coast air,CEW061AS,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,10/30/2016,11/03/2016,"United States, Canada",ES_17771_CEW061AS_11042016042543_3543749
2334314,Coast air,CEW061BS,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,,12.1,10,372,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_0017771_CEW061BS_02282019105905_70217291
2283356,Coast air,CEW081AS,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,10/30/2016,11/03/2016,"United States, Canada",ES_17771_CEW081AS_11042016042555_3555429
2334315,Coast air,CEW081BS,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,500,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_0017771_CEW081BS_02282019105905_70217291
2283357,Coast air,CEW101AS,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,10/30/2016,11/03/2016,"United States, Canada",ES_17771_CEW101AS_11042016042611_3571196
2334316,Coast air,CEW101BS,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,625,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_0017771_CEW101BS_02282019105905_70217291
2283358,Coast air,CEW121AS,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,10/30/2016,11/03/2016,"United States, Canada",ES_17771_CEW121AS_11042016042622_3582339
2334317,Coast air,CEW121BS,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,750,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_0017771_CEW121BS_02282019105905_70217291
2293781,Coast air,CEW151AS,,15000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,953,No,,,,03/30/2017,03/31/2017,"United States, Canada",ES_17771_CEW151AS_04012017094034_9634663
2334318,Coast air,CEW151BS,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,,11.8,10,960,No,,,,03/01/2019,03/07/2019,"United States, Canada",ES_0017771_CEW151BS_02282019105905_70217291
2293782,Coast air,CEW183AS,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,03/30/2017,03/31/2017,"United States, Canada",ES_17771_CEW183AS_04012017094052_9652451
2293780,Coast air,CEW243AS,,24000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1748,No,,,,03/30/2017,03/31/2017,"United States, Canada",ES_17771_CEW243AS_04012017094105_9665925
2329580,Comfort Aire,RADS-101Q,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,625,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-101Q_11072018110307_70204436
2329581,Comfort Aire,RADS-121Q,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,750,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-121Q_11072018110307_70204436
2329583,Comfort Aire,RADS-151Q,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,,11.8,10,960,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-151Q_11072018110307_70204436
2329578,Comfort Aire,RADS-51Q,,5000,Window,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,,12.1,10,310,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-51Q_11072018110307_70204436
2329579,Comfort Aire,RADS-61Q,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,,12.1,10,372,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-61Q_11072018110307_70204436
2329582,Comfort Aire,RADS-81Q,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,500,No,,,,11/01/2018,11/08/2018,"United States, Canada",ES_17771_RADS-81Q_11072018110307_70204436
2254418,Comfort-Aire,BG-101P,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,708,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_BG-101P_12082015054251_3371109
2254414,Comfort-Aire,BG-103P,,10000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,708,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_BG-103P_12082015054302_3382695
2254415,Comfort-Aire,BG-121P,,12000,Through the Wall,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,,10.5,11,857,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_BG-121P_12082015054314_3394225
2254417,Comfort-Aire,BG-123P,,12000,Through the Wall,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,,10.5,11,857,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_BG-123P_12082015054324_3404789
2254416,Comfort-Aire,BG-81P,,8000,Through the Wall,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,,10.6,10,566,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_BG-81P_12082015054338_3418471
2254430,Comfort-Aire,RADS-101P,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-101P_12082015054350_3430794
2254424,Comfort-Aire,RADS-121P,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-121P_12082015054406_3446965
2255161,Comfort-Aire,RADS-151P,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,960,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-151P_12082015054419_3459748
2254413,Comfort-Aire,RADS-183P,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-183P_12082015054433_3473722
2254412,Comfort-Aire,RADS-253P,,25000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1820,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-253P_12082015054447_3487827
2254431,Comfort-Aire,RADS-51P,,5000,Window,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",,,12.1,10,310,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-51P_12082015054500_3500524
2254420,Comfort-Aire,RADS-61P,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-61P_12082015054537_3537683
2254429,Comfort-Aire,RADS-81P,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,12/01/2015,12/08/2015,"United States, Canada",ES_17771_RADS-81P_12082015054550_3550069
2306872,Cool-living,CL-RAC06EWES,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC06EWES_11292017060454_5494970
2306873,Cool-living,CL-RAC08EWES,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC08EWES_11292017061419_6059317
2306878,Cool-living,CL-RAC10EWES,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC10EWES_11292017061549_6149105
2306877,Cool-living,CL-RAC12EWES,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC12EWES_11292017062106_6466301
2306876,Cool-living,CL-RAC15EWES,,15000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,953,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC15EWES_11292017062226_6546333
2306875,Cool-living,CL-RAC18EWES,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC18EWES_11292017062307_6587387
2306880,Cool-living,CL-RAC24EWES,,24000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1748,No,,,,11/27/2017,11/27/2017,United States,ES_1131297_CL-RAC24EWES_11292017062408_6648574
2281620,COOL LIVING,CLYW-18C1A-G09AD,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,08/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-18C1A-G09AD_10182016053203_8723091
2281622,COOL LIVING,CLYW-23C1A-S09AD,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,08/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-23C1A-S09AD_10182016053245_8765467
2326616,COOL LIVING,CLYW-30C1A-HA09AE,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,09/28/2018,10/01/2018,"United States, Canada",ES_1131297_CLYW-30C1A-HA09AE_10012018085421_4061678
2326617,COOL LIVING,CLYW-35C1A-HA09AD,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,09/28/2018,10/01/2018,"United States, Canada",ES_1131297_CLYW-35C1A-HA09AD_10012018090010_4410475
2281625,COOL LIVING,CLYW-41C1A-L09AD,,15000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,953,No,,,,08/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-41C1A-L09AD_10182016053329_8809030
2281624,COOL LIVING,CLYW-53C2A-M09AD,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,08/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-53C2A-M09AD_10182016053341_8821633
2281623,COOL LIVING,CLYW-70C2A-M09AD,,24000,Window,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,,10.3,10,1748,No,,,,08/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-70C2A-M09AD_10182016053354_8834670
2272312,Crosley,CACS06B1,,6000,Window,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,,12.1,10,372,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS06B1_07132016095705_3825739
2272313,Crosley,CACS08B1,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS08B1_07132016095718_3838833
2272314,Crosley,CACS10B1,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS10B1_07132016095740_3860775
2272315,Crosley,CACS12B1,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS12B1_07132016095755_3875295
2272316,Crosley,CACS15B1,,15000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,953,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS15B1_07132016095809_3889541
2272317,Crosley,CACS18B2,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,06/25/2016,07/11/2016,"United States, Canada",ES_92264_CACS18B2_07132016095826_3906155
